"","X","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","Scientific","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"137",1056,9912,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Parus rufiventris","Rufous-bellied Tit",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,0,80,20,0,0,"Ref_12",1,"Jessica",0,18.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1067,9936,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Parus caeruleus","Blue Tit",50,0,0,0,0,0,20,10,20,0,"Omnivore","Ref_12","A","Jennifer",0,0,10,30,30,30,0,0,"Ref_12",1,"Jessica",0,13.3,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1070,9947,"Passeriformes","Passeriformes","Paridae","Tits and chickadees",154,"BL3","Parus varius","Varied Tit",70,0,0,0,0,0,10,0,20,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,0,40,60,0,0,"Ref_12",1,"Jessica",0,17,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",1081,10068,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Hirundo obsoleta","Pale Crag-martin",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,50,50,0,0,0,"Ref_9",1,"Jessica",0,10.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",1082,10069,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Hirundo fuligula","Rock Martin",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,50,50,0,0,0,"Ref_9",1,"Jessica",0,21.1,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",1084,10082,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Hirundo domicola","Hill Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,40,60,0,0,0,"Ref_9",1,"Jessica",0,15.6,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1089,10107,"Passeriformes","Passeriformes","Hirundinidae","Swallows and martins",156,"BL3","Hirundo daurica","Red-rumped Swallow",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,30,20,20,30,0,"Ref_9",1,"Jessica",0,22.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1102,10177,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Pycnonotus atriceps","Black-headed Bulbul",20,0,0,0,0,0,80,0,0,0,"FruiNect","Ref_10","A","Carolina",0,0,0,40,40,0,20,0,"Ref_10",1,"Jessica",0,25.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1103,10178,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Pycnonotus melanicterus","Black-crested Bulbul",30,0,0,0,0,0,70,0,0,0,"FruiNect","Ref_10","A","Carolina",0,0,20,40,40,0,0,0,"Ref_10",1,"Jessica",0,29.3,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1118,10246,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Andropadus milanjensis","Stripe-cheeked Greenbul",30,0,10,0,0,0,40,0,20,0,"Omnivore","Ref_10","A","Carolina",0,0,0,20,60,20,0,0,"Ref_10",1,"Jessica",0,37.38,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",1120,10258,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Chlorocichla flavicollis","Yellow-throated Greenbul",30,0,0,0,0,0,70,0,0,0,"FruiNect","Ref_10","A","Carolina",0,0,40,40,20,0,0,0,"Ref_10",1,"Jessica",0,48.72,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",1121,10290,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Phyllastrephus leucolepis","Liberian Greenbul",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_10","D1","Carolina",0,0,0,0,100,0,0,0,"Ref_10",1,"Jessica",0,26.27,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",1127,10322,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Alophoixus affinis","Golden Bulbul",40,0,0,0,0,0,60,0,0,0,"FruiNect","Ref_10","D1","Carolina",0,0,0,30,50,20,0,0,"Genus",0,"Walter",0,40.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",1136,10339,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Ixos everetti","Yellowish Bulbul",10,0,0,0,0,0,90,0,0,0,"FruiNect","Ref_10","B","Carolina",0,0,0,30,60,10,0,0,"Ref_10",1,"Jessica",0,58.3,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1138,10346,"Passeriformes","Passeriformes","Pycnonotidae","Bulbuls",160,"BL3","Hypsipetes virescens","Green-winged Bulbul",50,0,0,0,0,0,50,0,0,0,"Omnivore","Ref_10","A","Carolina",0,0,0,0,60,40,0,0,"Ref_10",1,"Jessica",0,52.39,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",1141,10433,"Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",159,"BL3","Prinia burnesii","Rufous-vented Prinia",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,40,60,0,0,0,0,"Ref_11",1,"Jessica",0,9.68,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",1149,10530,"Passeriformes","Passeriformes","Cisticolidae","Cisticolas and allies",159,"BL3","Camaroptera undosa","Miombo Wren-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,13,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",1156,10583,"Passeriformes","Passeriformes","Zosteropidae","White-eyes",164,"BL3","Zosterops salvadorii","Enggano White-eye",50,0,0,0,0,0,30,10,10,0,"Omnivore","Ref_13","D1","Carolina",0,0,0,0,0,100,0,0,"Ref_44",1,"Christian",0,7,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",1157,10593,"Passeriformes","Passeriformes","Zosteropidae","White-eyes",164,"BL3","Zosterops montanus","Mountain White-eye",50,0,0,0,0,0,40,0,0,10,"Omnivore","Ref_13","A","Carolina",0,0,0,0,20,80,0,0,"Ref_44",1,"Christian",0,10.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1171,10703,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Cettia canturians","Manchurian Bush-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Jennifer",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,16.2,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",1172,10704,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Cettia diphone","Japanese Bush-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Jennifer",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,13.31,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",1178,10710,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Cettia vulcania","Sunda Bush-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,12.89,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1180,10713,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Cettia flavolivacea","Aberrant Bush-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Jennifer",0,0,0,100,0,0,0,0,"Ref_11",1,"Jessica",0,8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1183,10733,"Passeriformes","Passeriformes","Sylviidae","Old World warblers",161,"BL3","Bradypterus thoracicus","Spotted Bush-warbler",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Jennifer",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,10.8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
