"","Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.Source","Diet.Certainty","ForStrat.Value","ForStrat.Certainty","ForStrat.Comment","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","Activity.Source","Activity.Certainty","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"72","Thylamys cinderella","Didelphidae",80,0,0,0,20,0,0,0,0,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",24.41,"Ref_2, Ref_3",0,"Thylamys cinderella",22173237,51343307,"ANIMALIA","CHORDATA","DIDELPHIMORPHIA","MAMMALIA","DIDELPHIDAE","Thylamys","cinderella","(Thomas, 1902)","Least Concern","Unknown","Global"
"73","Thylamys elegans","Didelphidae",80,0,0,0,10,0,10,0,0,0,"Ref_1","ABC","S","A","",1,1,0,"Ref_1","ABC",28.9,"Ref_117",1,"Thylamys elegans",22172461,40517,"ANIMALIA","CHORDATA","DIDELPHIMORPHIA","MAMMALIA","DIDELPHIDAE","Thylamys","elegans","(Waterhouse, 1839)","Least Concern","Stable","Global"
"74","Thylamys pallidior","Didelphidae",80,0,0,0,10,0,10,0,0,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",14.9,"Ref_117",1,"Thylamys pallidior",51222283,14888655,"ANIMALIA","CHORDATA","DIDELPHIMORPHIA","MAMMALIA","DIDELPHIDAE","Thylamys","pallidior","(O. Thomas, 1902)","Least Concern","Unknown","Global"
"75","Tlacuatzin canescens","Didelphidae",40,10,10,0,10,0,30,0,0,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",47.73,"Ref_58",1,"Tlacuatzin canescens",22177663,12813,"ANIMALIA","CHORDATA","DIDELPHIMORPHIA","MAMMALIA","DIDELPHIDAE","Tlacuatzin","canescens","J.A. Allen, 1893","Least Concern","Stable","Global"
"76","Caenolestes caniventer","Caenolestidae",70,0,0,0,10,0,10,0,0,10,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",40,"Ref_117",1,"Caenolestes caniventer",22180055,40521,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Caenolestes","caniventer","Anthony, 1921","Near Threatened","Decreasing","Global"
"77","Caenolestes condorensis","Caenolestidae",70,0,0,0,10,0,10,0,0,10,"Ref_2","D1","G","A","",1,0,0,"Ref_1","ABC",47.81,"Ref_58",1,"Caenolestes condorensis",22180165,136743,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Caenolestes","condorensis","Albuja &amp; Patterson, 1996","Vulnerable","Unknown","Global"
"78","Caenolestes convelatus","Caenolestidae",70,0,0,0,10,0,10,0,0,10,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",40,"Ref_117",1,"Caenolestes convelatus",22179860,40522,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Caenolestes","convelatus","Anthony, 1924","Vulnerable","Decreasing","Global"
"79","Caenolestes fuliginosus","Caenolestidae",70,0,0,0,10,0,10,0,0,10,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",27.8,"Ref_117",1,"Caenolestes fuliginosus",22179949,41506,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Caenolestes","fuliginosus","(Tomes, 1863)","Least Concern","Unknown","Global"
"80","Lestoros inca","Caenolestidae",70,0,0,0,10,0,10,0,0,10,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",21.1,"Ref_117",1,"Lestoros inca",22179769,41507,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Lestoros","inca","(Thomas, 1917)","Least Concern","Unknown","Global"
"81","Rhyncholestes raphanurus","Caenolestidae",80,0,0,0,0,0,0,0,0,20,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",21,"Ref_117",1,"Rhyncholestes raphanurus",116333652,19710,"ANIMALIA","CHORDATA","PAUCITUBERCULATA","MAMMALIA","CAENOLESTIDAE","Rhyncholestes","raphanurus","Osgood, 1924","Near Threatened","Decreasing","Global"
"82","Dromiciops gliroides","Microbiotheriidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","S","A","",1,0,0,"Ref_1","ABC",22.3,"Ref_117",1,"Dromiciops gliroides",22180239,6834,"ANIMALIA","CHORDATA","MICROBIOTHERIA","MAMMALIA","MICROBIOTHERIIDAE","Dromiciops","gliroides","Thomas, 1894","Near Threatened","Decreasing","Global"
"83","Notoryctes caurinus","Notoryctidae",90,0,0,0,0,0,0,0,10,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",34,"Ref_117",1,"Notoryctes caurinus",21964848,14878,"ANIMALIA","CHORDATA","NOTORYCTEMORPHIA","MAMMALIA","NOTORYCTIDAE","Notoryctes","caurinus","Thomas, 1920","Least Concern","Stable","Global"
"84","Notoryctes typhlops","Notoryctidae",90,0,0,0,0,0,0,0,10,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",55,"Ref_117",1,"Notoryctes typhlops",21965004,14879,"ANIMALIA","CHORDATA","NOTORYCTEMORPHIA","MAMMALIA","NOTORYCTIDAE","Notoryctes","typhlops","(Stirling, 1889)","Least Concern","Stable","Global"
"85","Myrmecobius fasciatus","Myrmecobiidae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",0,0,1,"Ref_1","ABC",471.5,"Ref_117",1,"Myrmecobius fasciatus",21949380,14222,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","MYRMECOBIIDAE","Myrmecobius","fasciatus","Waterhouse, 1836","Endangered","Decreasing","Global"
"86","Dasycercus cristicauda","Dasyuridae",30,70,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",100,"Ref_117",1,"Dasycercus cristicauda",21945813,6266,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasycercus","cristicauda","(Krefft, 1867)","Near Threatened","Stable","Global"
"87","Dasykaluta rosamondae","Dasyuridae",60,0,0,0,40,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",28.75,"Ref_117",1,"Dasykaluta rosamondae",21943336,40527,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasykaluta","rosamondae","(Ride, 1964)","Least Concern","Unknown","Global"
"88","Dasyuroides byrnei","Dasyuridae",30,70,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",109.47,"Ref_58",1,"Dasyuroides byrnei",21944128,6265,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyuroides","byrnei","Spencer, 1896","Vulnerable","Decreasing","Global"
"89","Dasyurus spartacus","Dasyuridae",80,20,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",885.67,"Ref_58",1,"Dasyurus spartacus",21947093,6301,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","spartacus","Van Dyck, 1988","Near Threatened","Unknown","Global"
"90","Dasyurus albopunctatus","Dasyuridae",80,20,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",637,"Ref_117",1,"Dasyurus albopunctatus",21946965,6299,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","albopunctatus","Schlegel, 1880","Near Threatened","Decreasing","Global"
"91","Dasyurus viverrinus","Dasyuridae",70,20,0,0,0,10,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",1090,"Ref_117",1,"Dasyurus viverrinus",21947190,6296,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","viverrinus","(Shaw, 1800)","Endangered","Decreasing","Global"
"92","Dasyurus geoffroii","Dasyuridae",60,20,10,0,0,10,0,0,0,0,"Ref_52","ABC","G","A","",1,0,0,"Ref_1","ABC",1100,"Ref_117",1,"Dasyurus geoffroii",21947461,6294,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","geoffroii","Gould, 1841","Near Threatened","Stable","Global"
"93","Dasyurus maculatus","Dasyuridae",30,60,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",5500,"Ref_117",1,"Dasyurus maculatus",21946847,6300,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","maculatus","(Kerr, 1792)","Near Threatened","Decreasing","Global"
"94","Dasyurus hallucatus","Dasyuridae",40,30,20,0,0,0,10,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",525,"Ref_117",1,"Dasyurus hallucatus",21947321,6295,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Dasyurus","hallucatus","Gould, 1842","Endangered","Decreasing","Global"
"95","Myoictis melas","Dasyuridae",50,50,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",200,"Ref_117",1,"Myoictis melas",21945102,14086,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Myoictis","melas","(Müller, 1840)","Least Concern","Unknown","Global"
"96","Parantechinus apicalis","Dasyuridae",70,0,0,0,0,0,0,30,0,0,"Ref_1","ABC","Ar","A","",1,1,1,"Ref_1","ABC",68.75,"Ref_117",1,"Parantechinus apicalis",21944584,16138,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Parantechinus","apicalis","(Gray, 1842)","Endangered","Decreasing","Global"
"97","Phascolosorex doriae","Dasyuridae",70,0,0,0,0,0,30,0,0,0,"Ref_2","D1","S","A","",1,1,0,"Ref_1","ABC",168.31,"Ref_117",1,"Phascolosorex doriae",21943616,16893,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Phascolosorex","doriae","(Thomas, 1886)","Least Concern","Unknown","Global"
"98","Phascolosorex dorsalis","Dasyuridae",70,0,0,0,0,0,30,0,0,0,"Ref_2","D1","S","A","",1,1,0,"Ref_1","ABC",138.5,"Ref_117",1,"Phascolosorex dorsalis",21943541,16894,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Phascolosorex","dorsalis","(Peters &amp; Doria, 1876)","Least Concern","Stable","Global"
"99","Pseudantechinus bilarni","Dasyuridae",70,0,0,0,0,0,0,30,0,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",23.05,"Ref_58",1,"Pseudantechinus bilarni",21945319,40636,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","bilarni","(Johnson, 1954)","Least Concern","Decreasing","Global"
"100","Pseudantechinus woolleyae","Dasyuridae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",40,"Ref_117",1,"Pseudantechinus woolleyae",21945425,40539,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","woolleyae","Kitchener &amp; Caputi, 1988","Least Concern","Unknown","Global"
"101","Pseudantechinus roryi","Dasyuridae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",25.06,"Ref_2, Ref_3",0,"Pseudantechinus roryi",21945749,136620,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","roryi","Cooper, Aplin &amp; Adams, 2000","Least Concern","Unknown","Global"
"102","Pseudantechinus ningbing","Dasyuridae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20,"Ref_117",1,"Pseudantechinus ningbing",21945674,40538,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","ningbing","Kitchener, 1988","Least Concern","Unknown","Global"
"103","Pseudantechinus macdonnellensis","Dasyuridae",100,0,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",32.5,"Ref_117",1,"Pseudantechinus macdonnellensis",21945598,40537,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","macdonnellensis","(Spencer, 1895)","Least Concern","Unknown","Global"
"104","Pseudantechinus mimulus","Dasyuridae",90,0,0,0,10,0,0,0,0,0,"Ref_54","ABC","G","A","",1,0,0,"Ref_1","ABC",16.5,"Ref_130",1,"Pseudantechinus mimulus",21945496,18447,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Pseudantechinus","mimulus","(Thomas, 1906)","Near Threatened","Decreasing","Global"
"105","Sarcophilus harrisii","Dasyuridae",0,0,0,0,0,100,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",10000,"Ref_117",1,"Sarcophilus harrisii",10331066,40540,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sarcophilus","harrisii","(Boitard, 1841)","Endangered","Decreasing","Global"
"106","Antechinus leo","Dasyuridae",90,0,0,0,10,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",74,"Ref_117",1,"Antechinus leo",21946093,1584,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","leo","Van Dyck, 1980","Least Concern","Stable","Global"
"107","Antechinus subtropicus","Dasyuridae",90,0,0,0,10,0,0,0,0,0,"Ref_54","ABC","G","A","",1,0,0,"Ref_1","ABC",59.5,"Ref_130",1,"Antechinus subtropicus",21946164,136755,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","subtropicus","Van Dyck &amp; Crowther, 2000","Least Concern","Decreasing","Global"
"108","Antechinus stuartii","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",27.5,"Ref_117",1,"Antechinus stuartii",21946655,40526,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","stuartii","Macleay, 1841","Least Concern","Stable","Global"
"109","Antechinus minimus","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",53.5,"Ref_117",1,"Antechinus minimus",21946728,40525,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","minimus","(É. Geoffroy Saint-Hilaire, 1803)","Least Concern","Decreasing","Global"
"110","Antechinus flavipes","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",45,"Ref_117",1,"Antechinus flavipes",21946235,40524,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","flavipes","(Waterhouse, 1838)","Least Concern","Stable","Global"
"111","Antechinus bellus","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",44.5,"Ref_117",1,"Antechinus bellus",21946388,40523,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","bellus","(Thomas, 1904)","Vulnerable","Decreasing","Global"
"112","Antechinus agilis","Dasyuridae",80,0,0,0,10,0,10,0,0,0,"Ref_70","ABC","G","A","",1,0,0,"Ref_1","ABC",22.13,"Ref_58",1,"Antechinus agilis",21946586,1590,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","agilis","Dickman, Parnaby, Crowther &amp; King, 1998","Least Concern","Unknown","Global"
"113","Antechinus adustus","Dasyuridae",80,0,0,0,10,10,0,0,0,0,"Ref_70","ABC","G","A","",1,0,0,"Ref_1","ABC",36,"Ref_130",1,"Antechinus adustus",21946505,136555,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","adustus","(Thomas, 1923)","Least Concern","Decreasing","Global"
"114","Antechinus swainsonii","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",53,"Ref_117",1,"Antechinus swainsonii",21946313,41508,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","swainsonii","(Waterhouse, 1840)","Least Concern","Unknown","Global"
"115","Antechinus godmani","Dasyuridae",90,10,0,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",76.5,"Ref_117",1,"Antechinus godmani",21945986,1583,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinus","godmani","(Thomas, 1923)","Least Concern","Stable","Global"
"116","Murexia longicaudata","Dasyuridae",60,20,20,0,0,0,0,0,0,0,"Ref_1","ABC","S","A","",0,1,1,"Ref_1","ABC",335.83,"Ref_117",1,"Murexia longicaudata",21943259,13930,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Murexia","longicaudata","(Schlegel, 1866)","Least Concern","Unknown","Global"
"117","Phascogale calura","Dasyuridae",30,40,30,0,0,0,0,0,0,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",51.5,"Ref_117",1,"Phascogale calura",21944219,16888,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Phascogale","calura","Gould, 1844","Near Threatened","Stable","Global"
"118","Phascogale tapoatafa","Dasyuridae",30,40,30,0,0,0,0,0,0,0,"Ref_1","ABC","Ar","A","",1,0,0,"Ref_1","ABC",193.5,"Ref_117",1,"Phascogale tapoatafa",166495589,16890,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Phascogale","tapoatafa","(Meyer, 1793)","Near Threatened","Decreasing","Global"
"119","Antechinomys laniger","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",25.57,"Ref_58",1,"Antechinomys laniger",21943713,1581,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Antechinomys","laniger","(Gould, 1856)","Least Concern","Decreasing","Global"
"120","Ningaui ridei","Dasyuridae",80,0,0,0,20,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",8.5,"Ref_117",1,"Ningaui ridei",21943973,40529,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Ningaui","ridei","Archer, 1975","Least Concern","Stable","Global"
"121","Ningaui timealeyi","Dasyuridae",80,0,0,0,20,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",5.7,"Ref_117",1,"Ningaui timealeyi",21944037,40530,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Ningaui","timealeyi","Archer, 1975","Least Concern","Stable","Global"
"122","Sminthopsis griseoventer","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",17.5,"Ref_117",1,"Sminthopsis griseoventer",21948615,41510,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","griseoventer","Kitchener, Stoddart &amp; Henry, 1984","Least Concern","Unknown","Global"
"123","Sminthopsis virginiae","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",35.25,"Ref_117",1,"Sminthopsis virginiae",21948773,40549,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","virginiae","(Tarragon, 1847)","Least Concern","Stable","Global"
"124","Sminthopsis psammophila","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",33.5,"Ref_117",1,"Sminthopsis psammophila",21947794,20293,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","psammophila","Spencer, 1895","Vulnerable","Decreasing","Global"
"125","Sminthopsis ooldea","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",11,"Ref_117",1,"Sminthopsis ooldea",21949221,40548,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","ooldea","Troughton, 1965","Least Concern","Unknown","Global"
"126","Sminthopsis murina","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",17,"Ref_117",1,"Sminthopsis murina",21949138,40547,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","murina","(Waterhouse, 1838)","Least Concern","Decreasing","Global"
"127","Sminthopsis macroura","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",20,"Ref_117",1,"Sminthopsis macroura",21949068,40546,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","macroura","(Gould, 1845)","Least Concern","Unknown","Global"
"128","Sminthopsis longicaudata","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",18,"Ref_117",1,"Sminthopsis longicaudata",21948982,40545,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","longicaudata","Spencer, 1909","Least Concern","Unknown","Global"
"129","Sminthopsis leucopus","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",26,"Ref_117",1,"Sminthopsis leucopus",166496257,20297,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","leucopus","(Gray, 1842)","Least Concern","Stable","Global"
"130","Sminthopsis douglasi","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",55,"Ref_117",1,"Sminthopsis douglasi",21948305,20290,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","douglasi","Archer, 1979","Near Threatened","Decreasing","Global"
"131","Sminthopsis hirtipes","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",15,"Ref_117",1,"Sminthopsis hirtipes",21948399,40544,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","hirtipes","Thomas, 1898","Least Concern","Unknown","Global"
"132","Sminthopsis youngsoni","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",10.1,"Ref_117",1,"Sminthopsis youngsoni",21948853,40550,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","youngsoni","McKenzie &amp; Archer, 1982","Least Concern","Stable","Global"
"133","Sminthopsis fuliginosus","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",19.89,"Ref_2, Ref_3",0,"Sminthopsis fuliginosus",21947725,20299,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","fuliginosus","(Gould, 1852)","Data Deficient","Unknown","Global"
"134","Sminthopsis dolichura","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",13.6,"Ref_117",1,"Sminthopsis dolichura",21948697,40542,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","dolichura","Kitchener, Stoddart &amp; Henry, 1984","Least Concern","Stable","Global"
"135","Sminthopsis crassicaudata","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",15,"Ref_117",1,"Sminthopsis crassicaudata",21948539,40541,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","crassicaudata","(Gould, 1844)","Least Concern","Stable","Global"
"136","Sminthopsis butleri","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",25,"Ref_117",1,"Sminthopsis butleri",21948035,20295,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","butleri","Archer, 1979","Vulnerable","Decreasing","Global"
"137","Sminthopsis bindi","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_2","D1","G","A","",1,0,0,"Ref_2","D1",17.5,"Ref_130",1,"Sminthopsis bindi",21948917,40551,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","bindi","Van Dyck, Woinarski &amp; Press, 1994","Near Threatened","Decreasing","Global"
"138","Sminthopsis archeri","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",16,"Ref_117",1,"Sminthopsis archeri",21948127,20296,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","archeri","Van Dyck, 1986","Data Deficient","Unknown","Global"
"139","Sminthopsis granulipes","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",25,"Ref_117",1,"Sminthopsis granulipes",21948474,41509,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","granulipes","Troughton, 1932","Least Concern","Unknown","Global"
"140","Sminthopsis gilberti","Dasyuridae",80,10,10,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",19.5,"Ref_117",1,"Sminthopsis gilberti",21948233,40543,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Sminthopsis","gilberti","Kitchener, Stoddart &amp; Henry, 1984","Least Concern","Stable","Global"
"141","Planigale gilesi","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,1,1,"Ref_1","ABC",9.2,"Ref_117",1,"Planigale gilesi",21944830,40533,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Planigale","gilesi","Aitken, 1972","Least Concern","Unknown","Global"
"142","Planigale tenuirostris","Dasyuridae",40,30,30,0,0,0,0,0,0,0,"Ref_1","ABC","G","A","",1,0,0,"Ref_1","ABC",6.05,"Ref_117",1,"Planigale tenuirostris",21944763,40536,"ANIMALIA","CHORDATA","DASYUROMORPHIA","MAMMALIA","DASYURIDAE","Planigale","tenuirostris","Troughton, 1928","Least Concern","Stable","Global"
